"","subject","block","trial","first_trial_in_block","choice","selected_offer","unchosen","offer1","offer2","expval_ch","expval_unch","reward","1","2","arm_1","arm_2","arm_3","arm_4","arm_5","arm_6","arm_7","arm_8"
"18",1,1,18,0,2,1,1,1,2,0.32586522912716,0.370836552052269,0,0.393656158158351,0.133098237801873,0.370836552052269,0.32586522912716,0.150524501718317,0.79291035351223,0.251344809402079,0.369986535542949,0.807274624361272,0.644237612734548
"19",1,1,19,0,2,1,1,1,2,0.332272444987507,0.379449117307464,0,0.393656158158351,0.0666597634187655,0.379449117307464,0.332272444987507,0.16865703971755,0.778500935182015,0.237419318411587,0.376871905575877,0.812462707119051,0.638383421755487
"20",1,1,20,0,1,0,2,1,2,0.349143661911331,0.34378849748601,0,0.393656158158351,0.0333852959470457,0.349143661911331,0.34378849748601,0.15,0.782583615119169,0.221116739083179,0.389810083254732,0.778664004707416,0.635552595586693
"21",1,1,21,0,1,0,2,1,2,0.339613513406219,0.340134141701982,0,0.197155325303688,0.0333852959470457,0.339613513406219,0.340134141701982,0.160117943166164,0.745102651057111,0.221069288259067,0.391160779029642,0.776901670981639,0.630125697056538
"22",1,1,22,0,1,0,2,1,2,0.337940080673165,0.321783685558765,1,0.0987415578037704,0.0333852959470457,0.337940080673165,0.321783685558765,0.15,0.755543870143576,0.192751219786351,0.396306214803893,0.752441159294263,0.630891342703773
"23",1,1,23,0,2,1,1,1,2,0.345611414321188,0.333524192033691,1,0.548621563078873,0.0333852959470457,0.333524192033691,0.345611414321188,0.151273793628217,0.740659441088367,0.220416102707111,0.402395152535804,0.728662933804932,0.651949715677697
"24",1,1,24,0,1,0,2,1,2,0.373738414486896,0.317813814154586,0,0.548621563078873,0.515889101513233,0.373738414486896,0.317813814154586,0.162195172598302,0.728827605619493,0.229274213912728,0.40014269451391,0.770122797681409,0.666437627976173
"25",1,1,25,0,2,1,1,1,2,0.300393543831466,0.359725846963897,0,0.27476685045004,0.515889101513233,0.359725846963897,0.300393543831466,0.169638643830606,0.734374853669556,0.229101287646861,0.383788132755298,0.772175634803774,0.658658797723474
"26",1,1,26,0,2,1,1,1,2,0.302250209696448,0.374504944489893,0,0.27476685045004,0.258373409183542,0.374504944489893,0.302250209696448,0.162209852846004,0.748281820116251,0.191618268807927,0.390591979518926,0.761285187521642,0.635122406647284
"27",1,1,27,0,1,0,2,1,2,0.388770534188224,0.3070601063806,0,0.27476685045004,0.129401490315092,0.388770534188224,0.3070601063806,0.164119762760072,0.745869863250756,0.168410750988124,0.387742297020793,0.754536053399272,0.652154628641511
"28",1,1,28,0,2,1,1,1,2,0.31065894321437,0.422572341799492,0,0.137611838810245,0.129401490315092,0.422572341799492,0.31065894321437,0.157366130303736,0.702810580859468,0.182417611836532,0.353173806810619,0.785678905660427,0.674757007606382
"29",1,1,29,0,1,0,2,1,2,0.421095901075042,0.313189708825783,1,0.137611838810245,0.0648083165705017,0.421095901075042,0.313189708825783,0.166793091396302,0.678241219573033,0.176433733917909,0.330293369708388,0.756498135955845,0.663227126154403
"30",1,1,30,0,2,1,1,1,2,0.332118933007723,0.462074859857702,0,0.56808901643291,0.0648083165705017,0.462074859857702,0.332118933007723,0.155526000130635,0.686227613507816,0.18854675122122,0.340466217917506,0.78199273659307,0.675098636134287
"31",1,1,31,0,2,1,1,1,2,0.351925795938003,0.468454768721997,0,0.56808901643291,0.0324580334158062,0.468454768721997,0.351925795938003,0.165300743247506,0.693120859402661,0.174119136814696,0.362203738743191,0.782928504353123,0.672227886733639
"32",1,1,32,0,1,0,2,1,2,0.486502578320034,0.373614415833515,1,0.56808901643291,0.0162559990595577,0.486502578320034,0.373614415833515,0.206369941522635,0.677774198769021,0.186954487777861,0.357909624704327,0.805470408822109,0.664504352260015
"33",1,1,33,0,1,0,2,1,2,0.508981436626546,0.392161779412132,0,0.783685460769162,0.0162559990595577,0.508981436626546,0.392161779412132,0.224860977742252,0.603763046524768,0.199115106296351,0.324448843987513,0.808735290299394,0.696517202323436
"34",1,1,34,0,2,1,1,1,2,0.33926494191366,0.481489798626363,0,0.392494207829877,0.0162559990595577,0.481489798626363,0.33926494191366,0.217976238859567,0.624572299779918,0.182318431639055,0.314425479779346,0.791479583544012,0.720861777172913
"35",1,1,35,0,1,0,2,1,2,0.489938336679932,0.346704773591259,0,0.392494207829877,0.00814151313602548,0.489938336679932,0.346704773591259,0.213719019414771,0.626858180162118,0.191486891532087,0.290208896843924,0.815424148295144,0.754569447222746
"36",1,1,36,0,1,0,2,1,2,0.500153205476069,0.32657401624204,1,0.196573384210555,0.00814151313602548,0.500153205476069,0.32657401624204,0.206188716365586,0.565760028017977,0.193247444318582,0.287651005504243,0.81692585488046,0.744637725266972
"37",1,1,37,0,1,0,2,1,2,0.485304545817203,0.3410252730337,1,0.597618803844822,0.00814151313602548,0.485304545817203,0.3410252730337,0.21513324032695,0.555579392323092,0.219685019807236,0.277322572456457,0.791192821170825,0.777600826174105
"38",1,1,38,0,1,0,2,1,2,0.482363360185325,0.360577797247978,0,0.79847490257691,0.00814151313602548,0.482363360185325,0.360577797247978,0.17607777020409,0.565256797483731,0.248506790419963,0.275966554596776,0.793451198356876,0.764310177257506
"39",1,1,39,0,2,1,1,1,2,0.34613874511771,0.472854187876148,0,0.399901223191475,0.00814151313602548,0.472854187876148,0.34613874511771,0.185536466171346,0.620231704530961,0.236998551671076,0.269185219811156,0.835842646855568,0.750466036477801
"40",1,1,40,0,1,0,2,1,2,0.481605911669146,0.300489431106518,1,0.399901223191475,0.00407752460499214,0.481605911669146,0.300489431106518,0.175227499454206,0.64348501327829,0.221415813256024,0.294196783684581,0.843027954711354,0.758019376031157
"41",1,1,41,0,1,0,2,1,2,0.483331010824918,0.311458432592646,0,0.699451749695637,0.00407752460499214,0.483331010824918,0.311458432592646,0.188747789235385,0.650801648459341,0.20338949993982,0.317962323696559,0.833596243808891,0.729283346526469
"42",1,1,42,0,2,1,1,1,2,0.269860806658116,0.471113666406303,0,0.350307328839005,0.00407752460499214,0.471113666406303,0.269860806658116,0.179157440059842,0.627172498178133,0.222564794094221,0.305213950222247,0.85,0.715721526357045
"43",1,1,43,0,2,1,1,1,2,0.268627092374543,0.473607707502104,1,0.350307328839005,0.0020421519472525,0.473607707502104,0.268627092374543,0.185431204955051,0.640436199954225,0.226037567344396,0.303165908488232,0.845949491850071,0.710635447272856
"44",1,1,44,0,2,1,1,1,2,0.257051006962067,0.474255810828998,0,0.350307328839005,0.500191473968857,0.474255810828998,0.257051006962067,0.152165495872744,0.61525680451438,0.202808828675431,0.324909043121206,0.828286756643229,0.698494201978918
"45",1,1,45,0,2,1,1,1,2,0.265459976754083,0.464383897343939,0,0.350307328839005,0.25051154597915,0.464383897343939,0.265459976754083,0.15,0.622334626140234,0.180097725267326,0.292150606243424,0.822850426470934,0.686431394661591
"46",1,1,46,0,1,0,2,1,2,0.505287142184783,0.26792223886222,1,0.350307328839005,0.125464023148805,0.505287142184783,0.26792223886222,0.15,0.587445497382546,0.169576624111529,0.280416555299284,0.810598735824295,0.711568602446922
"47",1,1,47,0,2,1,1,1,2,0.244382179906535,0.493246313399281,0,0.674613575132635,0.125464023148805,0.493246313399281,0.244382179906535,0.153710833840197,0.549036081234989,0.158807637802096,0.251835170534552,0.786027423875474,0.689238621746002
"48",1,1,48,0,1,0,2,1,2,0.492159833349986,0.210305743957811,0,0.674613575132635,0.0628363097723011,0.492159833349986,0.210305743957811,0.181530498499688,0.50766303781306,0.153821849865887,0.23448598954417,0.791655906481603,0.678949487318068
"49",1,1,49,0,1,0,2,1,2,0.48926069555514,0.202600843346348,0,0.337867593591809,0.0628363097723011,0.48926069555514,0.202600843346348,0.189658203977222,0.51236478578197,0.15,0.220728609831729,0.773440949372855,0.665817882043857
"50",1,1,50,0,1,0,2,1,2,0.454717755219347,0.187908622875618,0,0.1692146660065,0.0628363097723011,0.454717755219347,0.187908622875618,0.185124756019971,0.490788452249989,0.15,0.245885842490996,0.778053057082661,0.663879975211626
"51",1,2,1,1,1,0,2,1,2,0.343426165007986,0.310153010161594,0,0.5,0.5,0.343426165007986,0.310153010161594,0.17885999022983,0.818565780832432,0.165576427499764,0.252415430149995,0.805537147982977,0.505326561722904
"210",1,2,2,0,2,1,1,1,2,0.309464882088994,0.351079743292266,0,0.250415649822479,0.5,0.351079743292266,0.309464882088994,0.176225438747821,0.798079142222094,0.167200056387336,0.278816614321752,0.778888282691043,0.492567712484823
"310",1,2,3,0,1,0,2,1,2,0.361793298252513,0.327731967063567,0,0.250415649822479,0.250415649822479,0.361793298252513,0.327731967063567,0.167332408674935,0.75612889180947,0.16591466579125,0.278047893431678,0.777241534016023,0.470919912653677
"410",1,2,4,0,2,1,1,1,2,0.337850295022544,0.393390715979359,1,0.125415995352029,0.250415649822479,0.393390715979359,0.337850295022544,0.157946662796358,0.74159303034758,0.220782393695695,0.265236536416798,0.772861547640018,0.459021314897057
"52",1,2,5,0,2,1,1,1,2,0.351328294783245,0.412716425886633,1,0.125415995352029,0.624584695707071,0.412716425886633,0.351328294783245,0.15,0.731011803382797,0.24123320576566,0.28137971096267,0.787028186493098,0.443589602641674
"61",1,2,6,0,2,1,1,1,2,0.311845632244704,0.423824932482791,1,0.125415995352029,0.811980265244365,0.423824932482791,0.311845632244704,0.15,0.742675776863477,0.239671902494795,0.298492162077823,0.777501988857907,0.500361225171737
"71",1,2,7,0,1,0,2,1,2,0.428699497001691,0.310554326520922,1,0.125415995352029,0.905833831883435,0.428699497001691,0.310554326520922,0.150828496120609,0.743547185077724,0.24896023699721,0.288199292615435,0.755023271218192,0.535959794397911
"81",1,2,8,0,1,0,2,1,2,0.423493761382353,0.30796624258621,0,0.561980956303465,0.905833831883435,0.423493761382353,0.30796624258621,0.15,0.730911925479861,0.276333816685759,0.288538781037651,0.763499378262345,0.58692691897618
"91",1,2,9,0,2,1,1,1,2,0.315757112905267,0.434366220932882,0,0.28145765272118,0.905833831883435,0.434366220932882,0.315757112905267,0.159877959847856,0.696956649563261,0.24862222890065,0.279996579406945,0.763598376698687,0.611839954360518
"101",1,2,10,0,2,1,1,1,2,0.342893451941516,0.434795913399388,1,0.28145765272118,0.453669935284553,0.434795913399388,0.342893451941516,0.171249213992162,0.687783929908697,0.259488024698049,0.311336249540982,0.764532850657272,0.651611851267403
"111",1,2,11,0,2,1,1,1,2,0.323881163065407,0.407335179320723,0,0.28145765272118,0.726380803653449,0.407335179320723,0.323881163065407,0.15,0.704489865827401,0.251862467462847,0.321559013702456,0.765415332345602,0.661118041069342
"121",1,2,12,0,2,1,1,1,2,0.305297600491013,0.384376370392316,0,0.28145765272118,0.363794241930905,0.384376370392316,0.305297600491013,0.15,0.720096796871703,0.256974419554518,0.344101547732976,0.730093148403322,0.677820990406259
"131",1,2,13,0,2,1,1,1,2,0.321730045824395,0.38422233779447,0,0.28145765272118,0.182199542989607,0.38422233779447,0.321730045824395,0.15,0.737217854057704,0.270807357118486,0.342260208041518,0.759947076618873,0.685592774016301
"141",1,2,14,0,2,1,1,1,2,0.32275516720771,0.414485990214878,0,0.28145765272118,0.0912512339102024,0.414485990214878,0.32275516720771,0.15,0.728173945243916,0.28923762329753,0.314814654081077,0.7909052201706,0.711370645495264
"151",1,2,15,0,1,0,2,1,2,0.428897743837511,0.316603368784913,0,0.28145765272118,0.0457014740734527,0.428897743837511,0.316603368784913,0.15,0.731718845292778,0.291690106662043,0.325999368901939,0.814883001315449,0.697171358139209
"161",1,2,16,0,1,0,2,1,2,0.406617153972975,0.3336744340361,1,0.140962802007368,0.0457014740734527,0.406617153972975,0.3336744340361,0.159188862574431,0.737598379351835,0.3025196685,0.322513867575069,0.801773067340349,0.702165733380605
"171",1,2,17,0,1,0,2,1,2,0.372401260711856,0.347446026140912,0,0.569767283685987,0.0457014740734527,0.372401260711856,0.347446026140912,0.15,0.761146439353635,0.282972589265691,0.359715932934137,0.811170789495676,0.664524997319523
"181",1,2,18,0,2,1,1,1,2,0.32586522912716,0.370836552052269,1,0.28535728918363,0.0457014740734527,0.370836552052269,0.32586522912716,0.150524501718317,0.79291035351223,0.251344809402079,0.369986535542949,0.807274624361272,0.644237612734548
"191",1,2,19,0,2,1,1,1,2,0.332272444987507,0.379449117307464,1,0.28535728918363,0.52205742901094,0.379449117307464,0.332272444987507,0.16865703971755,0.778500935182015,0.237419318411587,0.376871905575877,0.812462707119051,0.638383421755487
"201",1,2,20,0,2,1,1,1,2,0.34378849748601,0.349143661911331,0,0.28535728918363,0.760631401015897,0.349143661911331,0.34378849748601,0.15,0.782583615119169,0.221116739083179,0.389810083254732,0.778664004707416,0.635552595586693
"211",1,2,21,0,1,0,2,1,2,0.339613513406219,0.340134141701982,0,0.28535728918363,0.380948013121556,0.339613513406219,0.340134141701982,0.160117943166164,0.745102651057111,0.221069288259067,0.391160779029642,0.776901670981639,0.630125697056538
"221",1,2,22,0,1,0,2,1,2,0.337940080673165,0.321783685558765,1,0.142915862005,0.380948013121556,0.337940080673165,0.321783685558765,0.15,0.755543870143576,0.192751219786351,0.396306214803893,0.752441159294263,0.630891342703773
"231",1,2,23,0,2,1,1,1,2,0.345611414321188,0.333524192033691,1,0.570745437262886,0.380948013121556,0.333524192033691,0.345611414321188,0.151273793628217,0.740659441088367,0.220416102707111,0.402395152535804,0.728662933804932,0.651949715677697
"241",1,2,24,0,2,1,1,1,2,0.317813814154586,0.373738414486896,1,0.570745437262886,0.689959388863876,0.373738414486896,0.317813814154586,0.162195172598302,0.728827605619493,0.229274213912728,0.40014269451391,0.770122797681409,0.666437627976173
"251",1,2,25,0,2,1,1,1,2,0.300393543831466,0.359725846963897,0,0.570745437262886,0.844721957781978,0.359725846963897,0.300393543831466,0.169638643830606,0.734374853669556,0.229101287646861,0.383788132755298,0.772175634803774,0.658658797723474
"261",1,2,26,0,1,0,2,1,2,0.374504944489893,0.302250209696448,0,0.570745437262886,0.423063195954581,0.374504944489893,0.302250209696448,0.162209852846004,0.748281820116251,0.191618268807927,0.390591979518926,0.761285187521642,0.635122406647284
"271",1,2,27,0,1,0,2,1,2,0.388770534188224,0.3070601063806,0,0.285847179110801,0.423063195954581,0.388770534188224,0.3070601063806,0.164119762760072,0.745869863250756,0.168410750988124,0.387742297020793,0.754536053399272,0.652154628641511
"281",1,2,28,0,2,1,1,1,2,0.31065894321437,0.422572341799492,0,0.143161214213907,0.423063195954581,0.422572341799492,0.31065894321437,0.157366130303736,0.702810580859468,0.182417611836532,0.353173806810619,0.785678905660427,0.674757007606382
"291",1,2,29,0,1,0,2,1,2,0.421095901075042,0.313189708825783,1,0.143161214213907,0.211883290261882,0.421095901075042,0.313189708825783,0.166793091396302,0.678241219573033,0.176433733917909,0.330293369708388,0.756498135955845,0.663227126154403
"301",1,2,30,0,1,0,2,1,2,0.462074859857702,0.332118933007723,0,0.570868317328544,0.211883290261882,0.462074859857702,0.332118933007723,0.155526000130635,0.686227613507816,0.18854675122122,0.340466217917506,0.78199273659307,0.675098636134287
"311",1,2,31,0,1,0,2,1,2,0.468454768721997,0.351925795938003,1,0.285908721293785,0.211883290261882,0.468454768721997,0.351925795938003,0.165300743247506,0.693120859402661,0.174119136814696,0.362203738743191,0.782928504353123,0.672227886733639
"321",1,2,32,0,1,0,2,1,2,0.486502578320034,0.373614415833515,0,0.642360736820437,0.211883290261882,0.486502578320034,0.373614415833515,0.206369941522635,0.677774198769021,0.186954487777861,0.357909624704327,0.805470408822109,0.664504352260015
"331",1,2,33,0,1,0,2,1,2,0.508981436626546,0.392161779412132,1,0.321714362662672,0.211883290261882,0.508981436626546,0.392161779412132,0.224860977742252,0.603763046524768,0.199115106296351,0.324448843987513,0.808735290299394,0.696517202323436
"341",1,2,34,0,1,0,2,1,2,0.481489798626363,0.33926494191366,0,0.660293322721838,0.211883290261882,0.481489798626363,0.33926494191366,0.217976238859567,0.624572299779918,0.182318431639055,0.314425479779346,0.791479583544012,0.720861777172913
"351",1,2,35,0,2,1,1,1,2,0.346704773591259,0.489938336679932,1,0.330695562965665,0.211883290261882,0.489938336679932,0.346704773591259,0.213719019414771,0.626858180162118,0.191486891532087,0.290208896843924,0.815424148295144,0.754569447222746
"361",1,2,36,0,2,1,1,1,2,0.32657401624204,0.500153205476069,1,0.330695562965665,0.605286483989951,0.500153205476069,0.32657401624204,0.206188716365586,0.565760028017977,0.193247444318582,0.287651005504243,0.81692585488046,0.744637725266972
"371",1,2,37,0,2,1,1,1,2,0.3410252730337,0.485304545817203,0,0.330695562965665,0.802315116789256,0.485304545817203,0.3410252730337,0.21513324032695,0.555579392323092,0.219685019807236,0.277322572456457,0.791192821170825,0.777600826174105
"381",1,2,38,0,1,0,2,1,2,0.482363360185325,0.360577797247978,1,0.330695562965665,0.401824522666359,0.482363360185325,0.360577797247978,0.17607777020409,0.565256797483731,0.248506790419963,0.275966554596776,0.793451198356876,0.764310177257506
"391",1,2,39,0,1,0,2,1,2,0.472854187876148,0.34613874511771,0,0.664791388941958,0.401824522666359,0.472854187876148,0.34613874511771,0.185536466171346,0.620231704530961,0.236998551671076,0.269185219811156,0.835842646855568,0.750466036477801
"401",1,2,40,0,2,1,1,1,2,0.300489431106518,0.481605911669146,0,0.332948335316577,0.401824522666359,0.481605911669146,0.300489431106518,0.175227499454206,0.64348501327829,0.221415813256024,0.294196783684581,0.843027954711354,0.758019376031157
"411",1,2,41,0,2,1,1,1,2,0.311458432592646,0.483331010824918,0,0.332948335316577,0.201246297916207,0.483331010824918,0.311458432592646,0.188747789235385,0.650801648459341,0.20338949993982,0.317962323696559,0.833596243808891,0.729283346526469
"421",1,2,42,0,1,0,2,1,2,0.471113666406303,0.269860806658116,0,0.332948335316577,0.10079044493411,0.471113666406303,0.269860806658116,0.179157440059842,0.627172498178133,0.222564794094221,0.305213950222247,0.85,0.715721526357045
"431",1,2,43,0,1,0,2,1,2,0.473607707502104,0.268627092374543,0,0.166750947491226,0.10079044493411,0.473607707502104,0.268627092374543,0.185431204955051,0.640436199954225,0.226037567344396,0.303165908488232,0.845949491850071,0.710635447272856
"441",1,2,44,0,2,1,1,1,2,0.257051006962067,0.474255810828998,0,0.083514093749059,0.10079044493411,0.474255810828998,0.257051006962067,0.152165495872744,0.61525680451438,0.202808828675431,0.324909043121206,0.828286756643229,0.698494201978918
"451",1,2,45,0,2,1,1,1,2,0.265459976754083,0.464383897343939,0,0.083514093749059,0.050479009528144,0.464383897343939,0.265459976754083,0.15,0.622334626140234,0.180097725267326,0.292150606243424,0.822850426470934,0.686431394661591
"461",1,2,46,0,1,0,2,1,2,0.505287142184783,0.26792223886222,1,0.083514093749059,0.0252814679467706,0.505287142184783,0.26792223886222,0.15,0.587445497382546,0.169576624111529,0.280416555299284,0.810598735824295,0.711568602446922
"471",1,2,47,0,1,0,2,1,2,0.493246313399281,0.244382179906535,1,0.540995172466055,0.0252814679467706,0.493246313399281,0.244382179906535,0.153710833840197,0.549036081234989,0.158807637802096,0.251835170534552,0.786027423875474,0.689238621746002
"481",1,2,48,0,1,0,2,1,2,0.492159833349986,0.210305743957811,1,0.770116015682865,0.0252814679467706,0.492159833349986,0.210305743957811,0.181530498499688,0.50766303781306,0.153821849865887,0.23448598954417,0.791655906481603,0.678949487318068
"491",1,2,49,0,1,0,2,1,2,0.48926069555514,0.202600843346348,1,0.884866905366888,0.0252814679467706,0.48926069555514,0.202600843346348,0.189658203977222,0.51236478578197,0.15,0.220728609831729,0.773440949372855,0.665817882043857
"501",1,2,50,0,1,0,2,1,2,0.454717755219347,0.187908622875618,1,0.942337742582753,0.0252814679467706,0.454717755219347,0.187908622875618,0.185124756019971,0.490788452249989,0.15,0.245885842490996,0.778053057082661,0.663879975211626
"110",1,3,1,1,1,0,2,1,2,0.343426165007986,0.310153010161594,0,0.5,0.5,0.343426165007986,0.310153010161594,0.17885999022983,0.818565780832432,0.165576427499764,0.252415430149995,0.805537147982977,0.505326561722904
"212",1,3,2,0,2,1,1,1,2,0.309464882088994,0.351079743292266,0,0.250415649822479,0.5,0.351079743292266,0.309464882088994,0.176225438747821,0.798079142222094,0.167200056387336,0.278816614321752,0.778888282691043,0.492567712484823
"312",1,3,3,0,1,0,2,1,2,0.361793298252513,0.327731967063567,0,0.250415649822479,0.250415649822479,0.361793298252513,0.327731967063567,0.167332408674935,0.75612889180947,0.16591466579125,0.278047893431678,0.777241534016023,0.470919912653677
"412",1,3,4,0,2,1,1,1,2,0.337850295022544,0.393390715979359,1,0.125415995352029,0.250415649822479,0.393390715979359,0.337850295022544,0.157946662796358,0.74159303034758,0.220782393695695,0.265236536416798,0.772861547640018,0.459021314897057
"53",1,3,5,0,1,0,2,1,2,0.412716425886633,0.351328294783245,1,0.125415995352029,0.624584695707071,0.412716425886633,0.351328294783245,0.15,0.731011803382797,0.24123320576566,0.28137971096267,0.787028186493098,0.443589602641674
"62",1,3,6,0,2,1,1,1,2,0.311845632244704,0.423824932482791,0,0.561980956303465,0.624584695707071,0.423824932482791,0.311845632244704,0.15,0.742675776863477,0.239671902494795,0.298492162077823,0.777501988857907,0.500361225171737
"72",1,3,7,0,2,1,1,1,2,0.310554326520922,0.428699497001691,0,0.561980956303465,0.312811564889323,0.428699497001691,0.310554326520922,0.150828496120609,0.743547185077724,0.24896023699721,0.288199292615435,0.755023271218192,0.535959794397911
"82",1,3,8,0,1,0,2,1,2,0.423493761382353,0.30796624258621,0,0.561980956303465,0.156665822587492,0.423493761382353,0.30796624258621,0.15,0.730911925479861,0.276333816685759,0.288538781037651,0.763499378262345,0.58692691897618
"92",1,3,9,0,2,1,1,1,2,0.315757112905267,0.434366220932882,1,0.28145765272118,0.156665822587492,0.434366220932882,0.315757112905267,0.159877959847856,0.696956649563261,0.24862222890065,0.279996579406945,0.763598376698687,0.611839954360518
"102",1,3,10,0,2,1,1,1,2,0.342893451941516,0.434795913399388,0,0.28145765272118,0.577631847891483,0.434795913399388,0.342893451941516,0.171249213992162,0.687783929908697,0.259488024698049,0.311336249540982,0.764532850657272,0.651611851267403
"112",1,3,11,0,1,0,2,1,2,0.407335179320723,0.323881163065407,1,0.28145765272118,0.28929610909581,0.407335179320723,0.323881163065407,0.15,0.704489865827401,0.251862467462847,0.321559013702456,0.765415332345602,0.661118041069342
"122",1,3,12,0,1,0,2,1,2,0.384376370392316,0.305297600491013,1,0.64013150236241,0.28929610909581,0.384376370392316,0.305297600491013,0.15,0.720096796871703,0.256974419554518,0.344101547732976,0.730093148403322,0.677820990406259
"132",1,3,13,0,1,0,2,1,2,0.38422233779447,0.321730045824395,0,0.819766592626888,0.28929610909581,0.38422233779447,0.321730045824395,0.15,0.737217854057704,0.270807357118486,0.342260208041518,0.759947076618873,0.685592774016301
"142",1,3,14,0,1,0,2,1,2,0.414485990214878,0.32275516720771,0,0.410564767990843,0.28929610909581,0.414485990214878,0.32275516720771,0.15,0.728173945243916,0.28923762329753,0.314814654081077,0.7909052201706,0.711370645495264
"152",1,3,15,0,1,0,2,1,2,0.428897743837511,0.316603368784913,1,0.205623686341284,0.28929610909581,0.428897743837511,0.316603368784913,0.15,0.731718845292778,0.291690106662043,0.325999368901939,0.814883001315449,0.697171358139209
"162",1,3,16,0,1,0,2,1,2,0.406617153972975,0.3336744340361,0,0.602151478423135,0.28929610909581,0.406617153972975,0.3336744340361,0.159188862574431,0.737598379351835,0.3025196685,0.322513867575069,0.801773067340349,0.702165733380605
"172",1,3,17,0,2,1,1,1,2,0.347446026140912,0.372401260711856,1,0.301576307521791,0.28929610909581,0.372401260711856,0.347446026140912,0.15,0.761146439353635,0.282972589265691,0.359715932934137,0.811170789495676,0.664524997319523
