"","subject","block","trial","first_trial_in_block","choice1","state","state_prob","choice2","expval_ch","expval_unch","reward"
"arm_210",1,1,25,0,2,1,0.3,2,0.734841743896745,0.66027488101883,1
"arm_211",1,1,26,0,2,1,0.3,2,0.70665375976731,0.638767232594421,0
"arm_212",1,1,27,0,1,1,0.7,2,0.683780403424127,0.623579413044209,0
"arm_42",1,1,28,0,2,2,0.7,2,0.259795029593619,0.550546654732115,0
"arm_43",1,1,29,0,2,2,0.7,2,0.246097771389972,0.539390854261002,0
"arm_17",1,1,30,0,1,1,0.7,1,0.66006861150163,0.612519104370519,0
"arm_35",1,1,31,0,1,2,0.3,1,0.57187197558135,0.276152179295978,1
"arm_18",1,1,32,0,1,1,0.7,1,0.684716796887437,0.569323444055443,1
"arm_19",1,1,33,0,1,1,0.7,1,0.648482011979836,0.551625100682939,1
"arm_213",1,1,34,0,1,1,0.7,2,0.561176433457249,0.662731200235474,1
"arm_44",1,1,35,0,1,2,0.3,2,0.283146868030215,0.49504557024469,0
"arm_36",1,1,36,0,1,2,0.3,1,0.520641167340943,0.268955211686558,0
"arm_110",1,1,37,0,1,1,0.7,1,0.666583165753011,0.51600965762977,1
"arm_214",1,1,38,0,2,1,0.3,2,0.518649866518096,0.643856875378733,1
"arm_215",1,1,39,0,1,1,0.7,2,0.516508412594547,0.674341978811434,0
"arm_45",1,1,40,0,2,2,0.7,2,0.246779783252526,0.552292091349005,0
"arm_111",1,1,41,0,1,1,0.7,1,0.697582853388659,0.522397415960476,1
"arm_37",1,1,42,0,1,2,0.3,1,0.569945005925493,0.228749139011719,1
"arm_112",1,1,43,0,1,1,0.7,1,0.652097468246687,0.504554861149146,1
"arm_38",1,1,44,0,1,2,0.3,1,0.525560308972457,0.245211470140452,1
"arm_113",1,1,45,0,2,1,0.3,1,0.618451379737479,0.472334489199681,1
"arm_114",1,1,46,0,1,1,0.7,1,0.626297948471847,0.49064230429065,1
"arm_39",1,1,47,0,1,2,0.3,1,0.56455767261344,0.31226312581309,1
"arm_115",1,1,48,0,1,1,0.7,1,0.597360728511674,0.486574400324961,1
"arm_310",1,1,49,0,2,2,0.7,1,0.5655349938533,0.334622715291295,0
"arm_311",1,1,50,0,2,2,0.7,1,0.591028047001584,0.311810287868049,0
"arm_46",1,1,51,0,2,2,0.7,2,0.301271438962574,0.582422636235331,0
"arm_116",1,1,52,0,1,1,0.7,1,0.596002223916637,0.421142862539474,1
"arm_47",1,1,53,0,1,2,0.3,2,0.343910739411396,0.611983895779734,0
"arm_117",1,1,54,0,2,1,0.3,1,0.603937210373284,0.445695342213608,1
"arm_118",1,1,55,0,1,1,0.7,1,0.610811582949799,0.448792050824595,1
"arm_119",1,1,56,0,2,1,0.3,1,0.626586556870599,0.415673020951986,1
"arm_120",1,1,57,0,1,1,0.7,1,0.624813840828974,0.39908823711898,0
"arm_312",1,1,58,0,1,2,0.3,1,0.625209105752999,0.232481919732966,0
"arm_121",1,1,59,0,1,1,0.7,1,0.618451570600716,0.398513521903073,0
"arm_122",1,1,60,0,1,1,0.7,1,0.60606923673499,0.401435473492143,1
"arm_123",1,1,61,0,1,1,0.7,1,0.607157352114861,0.392820617118909,1
"arm_216",1,1,62,0,1,1,0.7,2,0.417522381996992,0.593187040979918,1
"arm_217",1,1,63,0,1,1,0.7,2,0.431550101628404,0.582803326667735,0
"arm_48",1,1,64,0,1,2,0.3,2,0.212375929450216,0.593619283788478,0
"arm_313",1,1,65,0,1,2,0.3,1,0.608364683336027,0.217903884953074,1
"arm_124",1,1,66,0,1,1,0.7,1,0.603497300659086,0.377520834248303,1
"arm_125",1,1,67,0,1,1,0.7,1,0.58824028580019,0.405631092053974,1
"arm_126",1,1,68,0,1,1,0.7,1,0.565599832854459,0.416683353245038,1
"arm_127",1,1,69,0,1,1,0.7,1,0.562241433524815,0.444121376733888,0
"arm_314",1,1,70,0,2,2,0.7,1,0.701342152639575,0.177455417945947,1
"arm_128",1,1,71,0,1,1,0.7,1,0.6062417821823,0.455011645361109,1
"arm_315",1,1,72,0,2,2,0.7,1,0.74387997341321,0.17614390677794,1
"arm_316",1,1,73,0,1,2,0.3,1,0.735005071066063,0.195394622037204,0
"arm_129",1,1,74,0,2,1,0.3,1,0.556020074328776,0.465060396794738,1
"arm_317",1,1,75,0,2,2,0.7,1,0.76444534415111,0.226007644960647,1
"arm_130",1,1,76,0,1,1,0.7,1,0.550610333061872,0.459982776908491,1
"arm_318",1,1,77,0,2,2,0.7,1,0.793022642358276,0.207855636876204,1
"arm_131",1,1,78,0,1,1,0.7,1,0.57289530774135,0.463160061049826,0
"arm_319",1,1,79,0,2,2,0.7,1,0.825790825022614,0.166688157127413,1
"arm_320",1,1,80,0,2,2,0.7,1,0.85,0.183949865245812,1
"arm_321",1,1,81,0,2,2,0.7,1,0.841123771905166,0.180924537517826,1
"arm_322",1,1,82,0,2,2,0.7,1,0.845773795856323,0.163675923917757,1
"arm_132",1,1,83,0,2,1,0.3,1,0.586658090968746,0.44168209745729,1
"arm_323",1,1,84,0,2,2,0.7,1,0.830603184479641,0.188297474052364,1
"arm_324",1,1,85,0,1,2,0.3,1,0.834067775798374,0.1738260616548,1
"arm_133",1,1,86,0,1,1,0.7,1,0.588409998646484,0.42941952312394,1
"arm_325",1,1,87,0,2,2,0.7,1,0.85,0.15,1
"arm_326",1,1,88,0,2,2,0.7,1,0.830586006613192,0.15,1
"arm_327",1,1,89,0,2,2,0.7,1,0.85,0.163949039542318,1
"arm_328",1,1,90,0,1,2,0.3,1,0.85,0.159255995132723,1
"arm_134",1,1,91,0,1,1,0.7,1,0.593633478774012,0.391144026124178,1
"arm_329",1,1,92,0,2,2,0.7,1,0.85,0.1683518580588,1
"arm_330",1,1,93,0,2,2,0.7,1,0.85,0.159234591448223,1
"arm_135",1,1,94,0,1,1,0.7,1,0.539907334449775,0.397311555216823,0
"arm_136",1,1,95,0,2,1,0.3,1,0.516795752822834,0.392621344284763,1
"arm_331",1,1,96,0,1,2,0.3,1,0.827443057704338,0.174377314154653,1
"arm_137",1,1,97,0,1,1,0.7,1,0.539632663184554,0.345566170630004,1
"arm_332",1,1,98,0,2,2,0.7,1,0.835711234490766,0.196114610325527,1
"arm_333",1,1,99,0,2,2,0.7,1,0.844824755131694,0.203705594942418,1
"arm_218",1,1,100,0,1,1,0.7,2,0.387918987828331,0.55381722263349,1
"arm_219",1,2,1,1,1,1,0.7,2,0.811014193249866,0.626039236597717,1
"arm_220",1,2,2,0,1,1,0.7,2,0.804461970331308,0.624409381985164,1
"arm_49",1,2,3,0,2,2,0.7,2,0.362838839076836,0.389934703139593,0
"arm_334",1,2,4,0,2,2,0.7,1,0.410631662928431,0.342367099595501,0
"arm_335",1,2,5,0,2,2,0.7,1,0.38441769603747,0.317687307591129,0
"arm_138",1,2,6,0,2,1,0.3,1,0.591700678541625,0.821570245870518,0
"arm_221",1,2,7,0,2,1,0.3,2,0.818850807974047,0.589488780371541,1
"arm_222",1,2,8,0,1,1,0.7,2,0.827551180887493,0.578427617487159,1
"arm_410",1,2,9,0,2,2,0.7,2,0.339469743489062,0.362231950177925,0
"arm_223",1,2,10,0,1,1,0.7,2,0.797762911603807,0.579876587932845,1
"arm_224",1,2,11,0,1,1,0.7,2,0.778245693166322,0.567471580194261,1
"arm_336",1,2,12,0,2,2,0.7,1,0.442750046722211,0.313269202309019,0
"arm_225",1,2,13,0,1,1,0.7,2,0.767967986842652,0.578808378222077,1
"arm_226",1,2,14,0,1,1,0.7,2,0.745579561371122,0.579323868220935,1
"arm_227",1,2,15,0,1,1,0.7,2,0.764663575672768,0.563849538367637,1
"arm_139",1,2,16,0,1,1,0.7,1,0.570327247083237,0.77164651372646,0
"arm_228",1,2,17,0,1,1,0.7,2,0.750279453965711,0.555444541623418,1
"arm_229",1,2,18,0,1,1,0.7,2,0.746856055666699,0.616875561864938,1
"arm_337",1,2,19,0,2,2,0.7,1,0.507577327505425,0.260993357913743,0
"arm_230",1,2,20,0,1,1,0.7,2,0.75523599543542,0.613943950840296,1
"arm_411",1,2,21,0,2,2,0.7,2,0.25269953227223,0.543455064316593,0
"arm_231",1,2,22,0,2,1,0.3,2,0.749569717624699,0.622777157845062,1
"arm_412",1,2,23,0,2,2,0.7,2,0.268744532323196,0.570557381343741,1
"arm_413",1,2,24,0,1,2,0.3,2,0.262311750653756,0.582840890397105,0
"arm_232",1,2,25,0,1,1,0.7,2,0.734841743896745,0.66027488101883,0
"arm_233",1,2,26,0,1,1,0.7,2,0.70665375976731,0.638767232594421,1
"arm_234",1,2,27,0,1,1,0.7,2,0.683780403424127,0.623579413044209,1
"arm_235",1,2,28,0,1,1,0.7,2,0.642309745710338,0.654171496103575,1
"arm_236",1,2,29,0,1,1,0.7,2,0.62236678246357,0.651973781103356,0
"arm_414",1,2,30,0,2,2,0.7,2,0.248767837141352,0.552203048530623,0
"arm_237",1,2,31,0,2,1,0.3,2,0.577768432704832,0.653185413551313,1
"arm_238",1,2,32,0,1,1,0.7,2,0.569323444055443,0.684716796887437,1
"arm_239",1,2,33,0,1,1,0.7,2,0.551625100682939,0.648482011979836,1
"arm_240",1,2,34,0,1,1,0.7,2,0.561176433457249,0.662731200235474,0
"arm_140",1,2,35,0,1,1,0.7,1,0.665810342325997,0.528646275058663,0
"arm_415",1,2,36,0,2,2,0.7,2,0.268955211686558,0.520641167340943,0
"arm_416",1,2,37,0,2,2,0.7,2,0.284821561770238,0.547445725231825,1
"arm_338",1,2,38,0,1,2,0.3,1,0.555164032407605,0.280791283913213,0
"arm_241",1,2,39,0,1,1,0.7,2,0.516508412594547,0.674341978811434,1
"arm_242",1,2,40,0,2,1,0.3,2,0.515286682063884,0.681064123332211,1
"arm_417",1,2,41,0,2,2,0.7,2,0.259821428014149,0.572909309069035,0
"arm_243",1,2,42,0,2,1,0.3,2,0.488988796462335,0.667996185219363,0
"arm_418",1,2,43,0,1,2,0.3,2,0.219057432910993,0.569239123149965,0
"arm_244",1,2,44,0,1,1,0.7,2,0.470910227978047,0.633725809785207,1
"arm_245",1,2,45,0,1,1,0.7,2,0.472334489199681,0.618451379737479,1
"arm_246",1,2,46,0,1,1,0.7,2,0.49064230429065,0.626297948471847,0
"arm_247",1,2,47,0,2,1,0.3,2,0.477188400757121,0.629214590513623,1
"arm_419",1,2,48,0,2,2,0.7,2,0.317853984824376,0.576563749122747,0
"arm_248",1,2,49,0,1,1,0.7,2,0.488505604120136,0.625446650215277,0
"arm_339",1,2,50,0,2,2,0.7,1,0.591028047001584,0.311810287868049,1
"arm_249",1,2,51,0,1,1,0.7,2,0.42523968295366,0.588785451192878,1
"arm_250",1,2,52,0,1,1,0.7,2,0.421142862539474,0.596002223916637,0
"arm_141",1,2,53,0,2,1,0.3,1,0.587009394355134,0.40644003838258,1
"arm_251",1,2,54,0,1,1,0.7,2,0.445695342213608,0.603937210373284,1
"arm_340",1,2,55,0,2,2,0.7,1,0.626489453518167,0.291588447340459,1
"arm_420",1,2,56,0,1,2,0.3,2,0.252856467252175,0.630909479085518,0
"arm_252",1,2,57,0,2,1,0.3,2,0.39908823711898,0.624813840828974,0
"arm_253",1,2,58,0,1,1,0.7,2,0.394823609830995,0.618140754114902,1
"arm_254",1,2,59,0,1,1,0.7,2,0.398513521903073,0.618451570600716,1
"arm_341",1,2,60,0,2,2,0.7,1,0.608834961745295,0.206631261815365,1
"arm_342",1,2,61,0,2,2,0.7,1,0.593245294962244,0.199996660115835,1
"arm_255",1,2,62,0,2,1,0.3,2,0.417522381996992,0.593187040979918,1
"arm_343",1,2,63,0,2,2,0.7,1,0.595323940203628,0.19441959196696,1
"arm_256",1,2,64,0,1,1,0.7,2,0.398727776681708,0.558843522029535,0
"arm_344",1,2,65,0,2,2,0.7,1,0.608364683336027,0.217903884953074,1
"arm_257",1,2,66,0,2,1,0.3,2,0.377520834248303,0.603497300659086,0
"arm_258",1,2,67,0,1,1,0.7,2,0.405631092053974,0.58824028580019,0
"arm_142",1,2,68,0,1,1,0.7,1,0.565599832854459,0.416683353245038,1
"arm_345",1,2,69,0,1,2,0.3,1,0.667672511509584,0.172447914954193,1
"arm_143",1,2,70,0,2,1,0.3,1,0.586682441237871,0.460110933318262,1
"arm_346",1,2,71,0,2,2,0.7,1,0.718283744951783,0.203220936079591,0
"arm_259",1,2,72,0,1,1,0.7,2,0.48968360216275,0.593705025023944,0
"arm_144",1,2,73,0,2,1,0.3,1,0.559191711089424,0.497606202533868,1
"arm_347",1,2,74,0,2,2,0.7,1,0.731339444212165,0.212392086207273,1
"arm_348",1,2,75,0,2,2,0.7,1,0.76444534415111,0.226007644960647,1
"arm_145",1,2,76,0,2,1,0.3,1,0.550610333061872,0.459982776908491,1
"arm_146",1,2,77,0,1,1,0.7,1,0.560469645464056,0.463414933013629,1
"arm_147",1,2,78,0,1,1,0.7,1,0.57289530774135,0.463160061049826,1
"arm_349",1,2,79,0,2,2,0.7,1,0.825790825022614,0.166688157127413,1
"arm_148",1,2,80,0,2,1,0.3,1,0.597049128203239,0.493498197165082,0
"arm_149",1,2,81,0,1,1,0.7,1,0.551105975526399,0.470139990465562,1
"arm_150",1,2,82,0,2,1,0.3,1,0.571864122650255,0.45094095578476,1
"arm_350",1,2,83,0,1,2,0.3,1,0.830639253877881,0.18017363317169,1
"arm_351",1,2,84,0,2,2,0.7,1,0.830603184479641,0.188297474052364,1
"arm_352",1,2,85,0,2,2,0.7,1,0.834067775798374,0.1738260616548,1
"arm_151",1,2,86,0,1,1,0.7,1,0.588409998646484,0.42941952312394,1
"arm_260",1,2,87,0,1,1,0.7,2,0.434035577412757,0.55932739252903,0
"arm_261",1,2,88,0,1,1,0.7,2,0.42764130280086,0.580512804310192,0
"arm_152",1,2,89,0,1,1,0.7,1,0.580989350200439,0.39923929691092,0
"arm_153",1,2,90,0,1,1,0.7,1,0.599639142927417,0.39411194616297,0
"arm_154",1,2,91,0,1,1,0.7,1,0.593633478774012,0.391144026124178,0
"arm_353",1,2,92,0,2,2,0.7,1,0.85,0.1683518580588,1
"arm_262",1,2,93,0,2,1,0.3,2,0.373370739111337,0.538443285641434,0
"arm_155",1,2,94,0,2,1,0.3,1,0.539907334449775,0.397311555216823,1
"arm_156",1,2,95,0,2,1,0.3,1,0.516795752822834,0.392621344284763,0
"arm_354",1,2,96,0,1,2,0.3,1,0.827443057704338,0.174377314154653,1
"arm_157",1,2,97,0,2,1,0.3,1,0.539632663184554,0.345566170630004,0
"arm_158",1,2,98,0,1,1,0.7,1,0.583065452331366,0.326770909884117,0
"arm_263",1,2,99,0,2,1,0.3,2,0.354584782244338,0.561131779871105,0
"arm_355",1,2,100,0,2,2,0.7,1,0.816353768765892,0.180929001556825,1
"arm_421",1,3,1,1,2,2,0.7,2,0.356324325990863,0.371202830411494,0
"arm_264",1,3,2,0,2,1,0.3,2,0.804461970331308,0.624409381985164,1
"arm_159",1,3,3,0,1,1,0.7,1,0.602428398847714,0.811280700208005,1
"arm_356",1,3,4,0,2,2,0.7,1,0.410631662928431,0.342367099595501,0
"arm_265",1,3,5,0,2,1,0.3,2,0.799131942500928,0.582145124933427,1
"arm_266",1,3,6,0,1,1,0.7,2,0.821570245870518,0.591700678541625,0
"arm_160",1,3,7,0,1,1,0.7,1,0.589488780371541,0.818850807974047,0
"arm_357",1,3,8,0,1,2,0.3,1,0.355088088015641,0.34300684204171,1
"arm_267",1,3,9,0,1,1,0.7,2,0.803754707561172,0.540744303473394,0
"arm_161",1,3,10,0,1,1,0.7,1,0.579876587932845,0.797762911603807,1
"arm_268",1,3,11,0,2,1,0.3,2,0.778245693166322,0.567471580194261,1
"arm_269",1,3,12,0,1,1,0.7,2,0.754027669391511,0.548762002923857,1
"arm_270",1,3,13,0,1,1,0.7,2,0.767967986842652,0.578808378222077,1
"arm_358",1,3,14,0,2,2,0.7,1,0.489881908989283,0.274611073356234,0
"arm_422",1,3,15,0,2,2,0.7,2,0.263562968720919,0.500884994909805,0
"arm_423",1,3,16,0,2,2,0.7,2,0.272034759437116,0.551144270835201,1
"arm_424",1,3,17,0,2,2,0.7,2,0.271649536770647,0.500425664111932,0
"arm_162",1,3,18,0,1,1,0.7,1,0.616875561864938,0.746856055666699,1
"arm_271",1,3,19,0,1,1,0.7,2,0.753361398992029,0.607310459185002,0
"arm_163",1,3,20,0,1,1,0.7,1,0.613943950840296,0.75523599543542,0
"arm_272",1,3,21,0,2,1,0.3,2,0.750851133509031,0.615530882137599,0
"arm_164",1,3,22,0,1,1,0.7,1,0.622777157845062,0.749569717624699,1
"arm_359",1,3,23,0,2,2,0.7,1,0.570557381343741,0.268744532323196,1
"arm_165",1,3,24,0,1,1,0.7,1,0.679088760987804,0.718239281754338,0
"arm_273",1,3,25,0,1,1,0.7,2,0.734841743896745,0.66027488101883,0
"arm_360",1,3,26,0,2,2,0.7,1,0.582885745864753,0.251344700204939,0
"arm_166",1,3,27,0,2,1,0.3,1,0.623579413044209,0.683780403424127,0
"arm_167",1,3,28,0,1,1,0.7,1,0.654171496103575,0.642309745710338,1
"arm_274",1,3,29,0,2,1,0.3,2,0.62236678246357,0.651973781103356,0
"arm_361",1,3,30,0,1,2,0.3,1,0.552203048530623,0.248767837141352,0
"arm_168",1,3,31,0,2,1,0.3,1,0.653185413551313,0.577768432704832,0
"arm_362",1,3,32,0,2,2,0.7,1,0.564973039519105,0.29253232122368,1
"arm_169",1,3,33,0,1,1,0.7,1,0.648482011979836,0.551625100682939,1
"arm_170",1,3,34,0,1,1,0.7,1,0.662731200235474,0.561176433457249,1
"arm_363",1,3,35,0,2,2,0.7,1,0.49504557024469,0.283146868030215,1
"arm_275",1,3,36,0,1,1,0.7,2,0.5428046935304,0.661218235010881,0
"arm_364",1,3,37,0,1,2,0.3,1,0.547445725231825,0.284821561770238,0
"arm_171",1,3,38,0,1,1,0.7,1,0.643856875378733,0.518649866518096,1
"arm_172",1,3,39,0,1,1,0.7,1,0.674341978811434,0.516508412594547,1
"arm_365",1,3,40,0,1,2,0.3,1,0.552292091349005,0.246779783252526,0
"arm_173",1,3,41,0,1,1,0.7,1,0.697582853388659,0.522397415960476,0
"arm_174",1,3,42,0,1,1,0.7,1,0.667996185219363,0.488988796462335,1
"arm_175",1,3,43,0,1,1,0.7,1,0.652097468246687,0.504554861149146,0
"arm_176",1,3,44,0,1,1,0.7,1,0.633725809785207,0.470910227978047,0
"arm_425",1,3,45,0,2,2,0.7,2,0.258001504576488,0.52701666742581,0
"arm_177",1,3,46,0,2,1,0.3,1,0.626297948471847,0.49064230429065,0
"arm_366",1,3,47,0,2,2,0.7,1,0.56455767261344,0.31226312581309,0
"arm_367",1,3,48,0,2,2,0.7,1,0.576563749122747,0.317853984824376,0
"arm_276",1,3,49,0,2,1,0.3,2,0.488505604120136,0.625446650215277,0
"arm_178",1,3,50,0,1,1,0.7,1,0.614935756626298,0.463899976693743,0
"arm_179",1,3,51,0,1,1,0.7,1,0.588785451192878,0.42523968295366,1
"arm_426",1,3,52,0,2,2,0.7,2,0.275758544005599,0.58453175720909,0
"arm_368",1,3,53,0,2,2,0.7,1,0.611983895779734,0.343910739411396,0
"arm_277",1,3,54,0,1,1,0.7,2,0.445695342213608,0.603937210373284,0
"arm_180",1,3,55,0,1,1,0.7,1,0.610811582949799,0.448792050824595,0
"arm_427",1,3,56,0,1,2,0.3,2,0.252856467252175,0.630909479085518,0
"arm_278",1,3,57,0,1,1,0.7,2,0.39908823711898,0.624813840828974,0
"arm_428",1,3,58,0,2,2,0.7,2,0.232481919732966,0.625209105752999,0
"arm_369",1,3,59,0,2,2,0.7,1,0.644099837235957,0.222323304140197,0
"arm_279",1,3,60,0,1,1,0.7,2,0.401435473492143,0.60606923673499,1
"arm_280",1,3,61,0,1,1,0.7,2,0.392820617118909,0.607157352114861,1
"arm_181",1,3,62,0,1,1,0.7,1,0.593187040979918,0.417522381996992,1
"arm_182",1,3,63,0,1,1,0.7,1,0.582803326667735,0.431550101628404,1
"arm_281",1,3,64,0,1,1,0.7,2,0.398727776681708,0.558843522029535,1
"arm_183",1,3,65,0,1,1,0.7,1,0.604155795805516,0.390300433363005,0
"arm_429",1,3,66,0,1,2,0.3,2,0.224399963719153,0.598889138547282,1
"arm_282",1,3,67,0,1,1,0.7,2,0.405631092053974,0.58824028580019,0
"arm_430",1,3,68,0,2,2,0.7,2,0.17450773185385,0.666441497915453,1
"arm_431",1,3,69,0,2,2,0.7,2,0.172447914954193,0.667672511509584,1
"arm_283",1,3,70,0,1,1,0.7,2,0.460110933318262,0.586682441237871,0
"arm_432",1,3,71,0,2,2,0.7,2,0.203220936079591,0.718283744951783,1
"arm_184",1,3,72,0,2,1,0.3,1,0.593705025023944,0.48968360216275,1
"arm_185",1,3,73,0,2,1,0.3,1,0.559191711089424,0.497606202533868,1
"arm_433",1,3,74,0,2,2,0.7,2,0.212392086207273,0.731339444212165,0
"arm_186",1,3,75,0,1,1,0.7,1,0.56095280883118,0.467101250740509,0
"arm_370",1,3,76,0,2,2,0.7,1,0.766737927636898,0.243999397410442,1
"arm_434",1,3,77,0,2,2,0.7,2,0.207855636876204,0.793022642358276,0
"arm_435",1,3,78,0,2,2,0.7,2,0.18434228191322,0.8132247241745,0
"arm_436",1,3,79,0,2,2,0.7,2,0.166688157127413,0.825790825022614,1
"arm_437",1,3,80,0,2,2,0.7,2,0.183949865245812,0.85,0
"arm_284",1,3,81,0,1,1,0.7,2,0.470139990465562,0.551105975526399,1
"arm_438",1,3,82,0,1,2,0.3,2,0.163675923917757,0.845773795856323,0
"arm_187",1,3,83,0,1,1,0.7,1,0.586658090968746,0.44168209745729,0
"arm_439",1,3,84,0,2,2,0.7,2,0.188297474052364,0.830603184479641,0
"arm_371",1,3,85,0,2,2,0.7,1,0.834067775798374,0.1738260616548,1
"arm_285",1,3,86,0,2,1,0.3,2,0.42941952312394,0.588409998646484,0
"arm_286",1,3,87,0,2,1,0.3,2,0.434035577412757,0.55932739252903,0
"arm_372",1,3,88,0,2,2,0.7,1,0.830586006613192,0.15,1
"arm_373",1,3,89,0,2,2,0.7,1,0.85,0.163949039542318,1
"arm_374",1,3,90,0,2,2,0.7,1,0.85,0.159255995132723,0
"arm_375",1,3,91,0,2,2,0.7,1,0.85,0.178253240233135,1
"arm_376",1,3,92,0,2,2,0.7,1,0.85,0.1683518580588,0
"arm_188",1,3,93,0,1,1,0.7,1,0.538443285641434,0.373370739111337,0
"arm_189",1,3,94,0,1,1,0.7,1,0.539907334449775,0.397311555216823,1
"arm_377",1,3,95,0,2,2,0.7,1,0.828562218906123,0.189087565874192,1
"arm_378",1,3,96,0,2,2,0.7,1,0.827443057704338,0.174377314154653,1
"arm_190",1,3,97,0,1,1,0.7,1,0.539632663184554,0.345566170630004,0
"arm_379",1,3,98,0,2,2,0.7,1,0.835711234490766,0.196114610325527,0
"arm_380",1,3,99,0,2,2,0.7,1,0.844824755131694,0.203705594942418,1
"arm_287",1,3,100,0,2,1,0.3,2,0.387918987828331,0.55381722263349,1
"arm_440",1,4,1,1,1,2,0.3,2,0.356324325990863,0.371202830411494,0
"arm_191",1,4,2,0,1,1,0.7,1,0.624409381985164,0.804461970331308,0
"arm_192",1,4,3,0,1,1,0.7,1,0.602428398847714,0.811280700208005,1
"arm_193",1,4,4,0,1,1,0.7,1,0.592173198184266,0.811661810218357,0
"arm_381",1,4,5,0,1,2,0.3,1,0.38441769603747,0.317687307591129,0
"arm_441",1,4,6,0,2,2,0.7,2,0.309348598092219,0.375894101734443,1
"arm_382",1,4,7,0,1,2,0.3,1,0.357020862074563,0.318920176482183,1
"arm_194",1,4,8,0,1,1,0.7,1,0.578427617487159,0.827551180887493,1
"arm_383",1,4,9,0,2,2,0.7,1,0.362231950177925,0.339469743489062,1
"arm_195",1,4,10,0,2,1,0.3,1,0.579876587932845,0.797762911603807,0
"arm_384",1,4,11,0,2,2,0.7,1,0.408848966567279,0.350291666995795,1
"arm_385",1,4,12,0,1,2,0.3,1,0.442750046722211,0.313269202309019,1
"arm_288",1,4,13,0,1,1,0.7,2,0.767967986842652,0.578808378222077,1
"arm_442",1,4,14,0,2,2,0.7,2,0.274611073356234,0.489881908989283,1
"arm_443",1,4,15,0,1,2,0.3,2,0.263562968720919,0.500884994909805,0
"arm_386",1,4,16,0,2,2,0.7,1,0.551144270835201,0.272034759437116,1
"arm_387",1,4,17,0,1,2,0.3,1,0.500425664111932,0.271649536770647,1
"arm_388",1,4,18,0,1,2,0.3,1,0.512802455687581,0.264458105304841,0
"arm_289",1,4,19,0,1,1,0.7,2,0.753361398992029,0.607310459185002,1
"arm_196",1,4,20,0,1,1,0.7,1,0.613943950840296,0.75523599543542,1
"arm_444",1,4,21,0,2,2,0.7,2,0.25269953227223,0.543455064316593,0
"arm_197",1,4,22,0,2,1,0.3,1,0.622777157845062,0.749569717624699,1
"arm_290",1,4,23,0,1,1,0.7,2,0.718995046563517,0.650138189106422,1
"arm_389",1,4,24,0,1,2,0.3,1,0.582840890397105,0.262311750653756,0
"arm_445",1,4,25,0,1,2,0.3,2,0.24320093522634,0.561172681251606,0
"arm_198",1,4,26,0,1,1,0.7,1,0.638767232594421,0.70665375976731,1
"arm_199",1,4,27,0,1,1,0.7,1,0.623579413044209,0.683780403424127,1
"arm_446",1,4,28,0,2,2,0.7,2,0.259795029593619,0.550546654732115,0
"arm_390",1,4,29,0,2,2,0.7,1,0.539390854261002,0.246097771389972,1
"arm_291",1,4,30,0,1,1,0.7,2,0.612519104370519,0.66006861150163,0
"arm_292",1,4,31,0,1,1,0.7,2,0.577768432704832,0.653185413551313,1
"arm_1100",1,4,32,0,1,1,0.7,1,0.684716796887437,0.569323444055443,1
