"","subject","block","trial","first_trial_in_block","choice","selected_offer","unchosen","offer1","offer2","expval_ch","expval_unch","reward","1","2","arm_1","arm_2"
"17",1,1,17,0,1,0,2,1,2,0.615470551511825,0.800061247146868,0,0.847389857463239,0.440681857181452,0.615470551511825,0.800061247146868
"18",1,1,18,0,2,1,1,1,2,0.810385589663511,0.609274999888574,0,0.375150599377615,0.440681857181452,0.609274999888574,0.810385589663511
"19",1,1,19,0,2,1,1,1,2,0.794164608190022,0.640552200960124,1,0.375150599377615,0.195095635616142,0.640552200960124,0.794164608190022
"20",1,1,20,0,1,0,2,1,2,0.633106600038201,0.825570301576433,0,0.375150599377615,0.643658285403348,0.633106600038201,0.825570301576433
"21",1,1,21,0,1,0,2,1,2,0.589216446380904,0.85,1,0.166084088656312,0.643658285403348,0.589216446380904,0.85
"22",1,1,22,0,2,1,1,1,2,0.826931014389468,0.572569200377711,1,0.630814493216086,0.643658285403348,0.572569200377711,0.826931014389468
"23",1,1,23,0,1,0,2,1,2,0.594965829953071,0.825692625665952,0,0.630814493216086,0.842242851225087,0.594965829953071,0.825692625665952
"24",1,1,24,0,2,1,1,1,2,0.810271039870169,0.581476931771452,1,0.279269846271871,0.842242851225087,0.581476931771452,0.810271039870169
"25",1,1,25,0,2,1,1,1,2,0.846934460633451,0.57548699369244,0,0.279269846271871,0.930158842004337,0.57548699369244,0.846934460633451
"26",1,1,26,0,1,0,2,1,2,0.590465346292899,0.85,0,0.279269846271871,0.411793513954648,0.590465346292899,0.85
"27",1,1,27,0,1,0,2,1,2,0.57321488085738,0.85,1,0.123636422237366,0.411793513954648,0.57321488085738,0.85
"28",1,1,28,0,1,0,2,1,2,0.54184975810579,0.85,0,0.612022354793613,0.411793513954648,0.54184975810579,0.85
"29",1,1,29,0,2,1,1,1,2,0.85,0.559264334135143,0,0.270950320222925,0.411793513954648,0.559264334135143,0.85
"30",1,1,30,0,2,1,1,1,2,0.85,0.551439752805032,0,0.270950320222925,0.182306387336719,0.551439752805032,0.85
"31",1,1,31,0,2,1,1,1,2,0.85,0.558681897035306,1,0.270950320222925,0.0807094277532167,0.558681897035306,0.85
"32",1,1,32,0,1,0,2,1,2,0.546449725778353,0.837518458718969,1,0.270950320222925,0.593018011552572,0.546449725778353,0.837518458718969
"33",1,1,33,0,2,1,1,1,2,0.834313688648542,0.550274498237204,1,0.677240148751376,0.593018011552572,0.550274498237204,0.834313688648542
"34",1,1,34,0,2,1,1,1,2,0.85,0.570142853334288,1,0.677240148751376,0.819823738085549,0.570142853334288,0.85
"35",1,1,35,0,2,1,1,1,2,0.85,0.548925819100331,1,0.677240148751376,0.920233606697662,0.548925819100331,0.85
"36",1,1,36,0,2,1,1,1,2,0.85,0.554090090096917,1,0.677240148751376,0.964686371929038,0.554090090096917,0.85
"37",1,1,37,0,2,1,1,1,2,0.85,0.545148566677385,1,0.677240148751376,0.984366193883086,0.545148566677385,0.85
"38",1,1,38,0,2,1,1,1,2,0.85,0.542025301050477,1,0.677240148751376,0.993078709069198,0.542025301050477,0.85
"39",1,1,39,0,2,1,1,1,2,0.85,0.535586190455869,1,0.677240148751376,0.996935853765196,0.535586190455869,0.85
"40",1,1,40,0,1,0,2,1,2,0.541441495261502,0.85,1,0.677240148751376,0.998643462290181,0.541441495261502,0.85
"41",1,1,41,0,1,0,2,1,2,0.536432052575515,0.844745110675684,1,0.857109982395318,0.998643462290181,0.536432052575515,0.844745110675684
"42",1,1,42,0,2,1,1,1,2,0.849690455975631,0.536268576433783,1,0.936740715884955,0.998643462290181,0.536268576433783,0.849690455975631
"43",1,1,43,0,1,0,2,1,2,0.553827655652374,0.838217858412041,1,0.936740715884955,0.999399442971337,0.553827655652374,0.838217858412041
"44",1,1,44,0,2,1,1,1,2,0.85,0.567583772334723,1,0.971994285578303,0.999399442971337,0.567583772334723,0.85
"45",1,1,45,0,2,1,1,1,2,0.85,0.559909092685709,0,0.971994285578303,0.999734125529968,0.559909092685709,0.85
"46",1,1,46,0,1,0,2,1,2,0.543553204878721,0.85,0,0.971994285578303,0.442595404119637,0.543553204878721,0.85
"47",1,1,47,0,1,0,2,1,2,0.513625063732933,0.85,0,0.430314613297264,0.442595404119637,0.513625063732933,0.85
"48",1,1,48,0,2,1,1,1,2,0.85,0.514055915016625,1,0.190505920831627,0.442595404119637,0.514055915016625,0.85
"49",1,1,49,0,2,1,1,1,2,0.85,0.524742204728905,1,0.190505920831627,0.753229677699527,0.524742204728905,0.85
"50",1,1,50,0,2,1,1,1,2,0.797705289542282,0.530166616236193,0,0.190505920831627,0.890751543101109,0.530166616236193,0.797705289542282
"51",1,2,1,1,1,0,2,1,2,0.508789180871099,0.782845912594348,0,0.5,0.5,0.508789180871099,0.782845912594348
"210",1,2,2,0,2,1,1,1,2,0.788623459356164,0.481758566853092,1,0.221356555116598,0.5,0.481758566853092,0.788623459356164
"310",1,2,3,0,2,1,1,1,2,0.787616774977498,0.445841146689054,0,0.221356555116598,0.778643444883402,0.445841146689054,0.787616774977498
"410",1,2,4,0,2,1,1,1,2,0.762494931714545,0.4854789388379,0,0.221356555116598,0.344715661247021,0.4854789388379,0.762494931714545
"52",1,2,5,0,1,0,2,1,2,0.495175104288083,0.740779710383761,0,0.221356555116598,0.152610142536761,0.495175104288083,0.740779710383761
"61",1,2,6,0,1,0,2,1,2,0.500212242049474,0.728787434327224,0,0.0979974489861749,0.152610142536761,0.500212242049474,0.728787434327224
"71",1,2,7,0,2,1,1,1,2,0.728138075199744,0.514170700053425,1,0.0433847554355885,0.152610142536761,0.514170700053425,0.728138075199744
"81",1,2,8,0,2,1,1,1,2,0.7575124531106,0.530265559900194,0,0.0433847554355885,0.624849400622385,0.530265559900194,0.7575124531106
"91",1,2,9,0,2,1,1,1,2,0.755244024671694,0.546649723625702,1,0.0433847554355885,0.276629021576884,0.546649723625702,0.755244024671694
"101",1,2,10,0,2,1,1,1,2,0.720605159385772,0.543693648357238,1,0.0433847554355885,0.679754184289872,0.543693648357238,0.720605159385772
"111",1,2,11,0,2,1,1,1,2,0.746263400972426,0.575734157010649,0,0.0433847554355885,0.858222978887803,0.575734157010649,0.746263400972426
"121",1,2,12,0,2,1,1,1,2,0.757667906637096,0.619951941626576,1,0.0433847554355885,0.379946564257018,0.619951941626576,0.757667906637096
"131",1,2,13,0,2,1,1,1,2,0.728304133917842,0.641441873971608,1,0.0433847554355885,0.725494214951445,0.641441873971608,0.728304133917842
"141",1,2,14,0,2,1,1,1,2,0.748873932879437,0.646385988334337,1,0.0433847554355885,0.878472690124149,0.646385988334337,0.748873932879437
"151",1,2,15,0,2,1,1,1,2,0.74193909760486,0.637671230132748,0,0.0433847554355885,0.946198266666589,0.637671230132748,0.74193909760486
"161",1,2,16,0,2,1,1,1,2,0.754676944541753,0.641504985457701,1,0.0433847554355885,0.418894377533224,0.641504985457701,0.754676944541753
"171",1,2,17,0,2,1,1,1,2,0.800061247146868,0.615470551511825,1,0.0433847554355885,0.742736922503736,0.615470551511825,0.800061247146868
"181",1,2,18,0,2,1,1,1,2,0.810385589663511,0.609274999888574,1,0.0433847554355885,0.886106262813465,0.609274999888574,0.810385589663511
"191",1,2,19,0,2,1,1,1,2,0.794164608190022,0.640552200960124,1,0.0433847554355885,0.949577749374067,0.640552200960124,0.794164608190022
"201",1,2,20,0,2,1,1,1,2,0.825570301576433,0.633106600038201,1,0.0433847554355885,0.977677408600436,0.633106600038201,0.825570301576433
"211",1,2,21,0,2,1,1,1,2,0.85,0.589216446380904,1,0.0433847554355885,0.990117496133034,0.589216446380904,0.85
"221",1,2,22,0,2,1,1,1,2,0.826931014389468,0.572569200377711,1,0.0433847554355885,0.995624885976164,0.572569200377711,0.826931014389468
"231",1,2,23,0,2,1,1,1,2,0.825692625665952,0.594965829953071,1,0.0433847554355885,0.998063079662883,0.594965829953071,0.825692625665952
"241",1,2,24,0,2,1,1,1,2,0.810271039870169,0.581476931771452,1,0.0433847554355885,0.999142499973281,0.581476931771452,0.810271039870169
"251",1,2,25,0,2,1,1,1,2,0.846934460633451,0.57548699369244,0,0.0433847554355885,0.999620373496146,0.57548699369244,0.846934460633451
"261",1,2,26,0,2,1,1,1,2,0.85,0.590465346292899,1,0.0433847554355885,0.442545044602948,0.590465346292899,0.85
"271",1,2,27,0,1,0,2,1,2,0.57321488085738,0.85,1,0.0433847554355885,0.753207382881264,0.57321488085738,0.85
"281",1,2,28,0,1,0,2,1,2,0.54184975810579,0.85,0,0.5764938897824,0.753207382881264,0.54184975810579,0.85
"291",1,2,29,0,2,1,1,1,2,0.85,0.559264334135143,1,0.255221402976,0.753207382881264,0.559264334135143,0.85
"301",1,2,30,0,2,1,1,1,2,0.85,0.551439752805032,1,0.255221402976,0.890741672892774,0.551439752805032,0.85
"311",1,2,31,0,2,1,1,1,2,0.85,0.558681897035306,0,0.255221402976,0.951629906187484,0.558681897035306,0.85
"321",1,2,32,0,2,1,1,1,2,0.837518458718969,0.546449725778353,1,0.255221402976,0.421299035559185,0.546449725778353,0.837518458718969
"331",1,2,33,0,2,1,1,1,2,0.834313688648542,0.550274498237204,1,0.255221402976,0.743801496137457,0.550274498237204,0.834313688648542
"341",1,2,34,0,2,1,1,1,2,0.85,0.570142853334288,1,0.255221402976,0.886577563517922,0.570142853334288,0.85
"351",1,2,35,0,1,0,2,1,2,0.548925819100331,0.85,0,0.255221402976,0.949786400374792,0.548925819100331,0.85
"361",1,2,36,0,2,1,1,1,2,0.85,0.554090090096917,1,0.112989861109585,0.949786400374792,0.554090090096917,0.85
"371",1,2,37,0,2,1,1,1,2,0.85,0.545148566677385,1,0.112989861109585,0.97776978113392,0.545148566677385,0.85
"381",1,2,38,0,2,1,1,1,2,0.85,0.542025301050477,1,0.112989861109585,0.990158390664633,0.542025301050477,0.85
"391",1,2,39,0,2,1,1,1,2,0.85,0.535586190455869,1,0.112989861109585,0.99564299052144,0.535586190455869,0.85
"401",1,2,40,0,2,1,1,1,2,0.85,0.541441495261502,0,0.112989861109585,0.998071094782431,0.541441495261502,0.85
"411",1,2,41,0,2,1,1,1,2,0.844745110675684,0.536432052575515,1,0.112989861109585,0.441859158604981,0.536432052575515,0.844745110675684
"421",1,2,42,0,2,1,1,1,2,0.849690455975631,0.536268576433783,1,0.112989861109585,0.752903732157838,0.536268576433783,0.849690455975631
"431",1,2,43,0,2,1,1,1,2,0.838217858412041,0.553827655652374,1,0.112989861109585,0.890607242736582,0.553827655652374,0.838217858412041
"441",1,2,44,0,2,1,1,1,2,0.85,0.567583772334723,0,0.112989861109585,0.951570392194927,0.567583772334723,0.85
"451",1,2,45,0,2,1,1,1,2,0.85,0.559909092685709,1,0.112989861109585,0.421272687934438,0.559909092685709,0.85
"461",1,2,46,0,1,0,2,1,2,0.543553204878721,0.85,0,0.112989861109585,0.743789831698558,0.543553204878721,0.85
"471",1,2,47,0,2,1,1,1,2,0.85,0.513625063732933,0,0.050022092836641,0.743789831698558,0.513625063732933,0.85
"481",1,2,48,0,2,1,1,1,2,0.85,0.514055915016625,1,0.050022092836641,0.329285509751094,0.514055915016625,0.85
"491",1,2,49,0,2,1,1,1,2,0.85,0.524742204728905,1,0.050022092836641,0.703065901943434,0.524742204728905,0.85
"501",1,2,50,0,2,1,1,1,2,0.797705289542282,0.530166616236193,1,0.050022092836641,0.868543381915089,0.530166616236193,0.797705289542282
"110",1,3,1,1,1,0,2,1,2,0.508789180871099,0.782845912594348,0,0.5,0.5,0.508789180871099,0.782845912594348
"212",1,3,2,0,2,1,1,1,2,0.788623459356164,0.481758566853092,1,0.221356555116598,0.5,0.481758566853092,0.788623459356164
"312",1,3,3,0,2,1,1,1,2,0.787616774977498,0.445841146689054,1,0.221356555116598,0.778643444883402,0.445841146689054,0.787616774977498
"412",1,3,4,0,2,1,1,1,2,0.762494931714545,0.4854789388379,1,0.221356555116598,0.902002551013825,0.4854789388379,0.762494931714545
"53",1,3,5,0,2,1,1,1,2,0.740779710383761,0.495175104288083,1,0.221356555116598,0.956615244564412,0.495175104288083,0.740779710383761
"62",1,3,6,0,2,1,1,1,2,0.728787434327224,0.500212242049474,0,0.221356555116598,0.980792999984404,0.500212242049474,0.728787434327224
"72",1,3,7,0,2,1,1,1,2,0.728138075199744,0.514170700053425,1,0.221356555116598,0.434209919518042,0.514170700053425,0.728138075199744
"82",1,3,8,0,2,1,1,1,2,0.7575124531106,0.530265559900194,1,0.221356555116598,0.749517313730742,0.530265559900194,0.7575124531106
"92",1,3,9,0,2,1,1,1,2,0.755244024671694,0.546649723625702,0,0.221356555116598,0.889108030902171,0.546649723625702,0.755244024671694
"102",1,3,10,0,2,1,1,1,2,0.720605159385772,0.543693648357238,1,0.221356555116598,0.393619781694013,0.543693648357238,0.720605159385772
"112",1,3,11,0,2,1,1,1,2,0.746263400972426,0.575734157010649,1,0.221356555116598,0.731547527569872,0.575734157010649,0.746263400972426
"122",1,3,12,0,2,1,1,1,2,0.757667906637096,0.619951941626576,1,0.221356555116598,0.881152570980667,0.619951941626576,0.757667906637096
"132",1,3,13,0,2,1,1,1,2,0.728304133917842,0.641441873971608,1,0.221356555116598,0.947384685055632,0.641441873971608,0.728304133917842
"142",1,3,14,0,2,1,1,1,2,0.748873932879437,0.646385988334337,1,0.221356555116598,0.97670651027508,0.646385988334337,0.748873932879437
"152",1,3,15,0,2,1,1,1,2,0.74193909760486,0.637671230132748,1,0.221356555116598,0.989687666715696,0.637671230132748,0.74193909760486
"162",1,3,16,0,2,1,1,1,2,0.754676944541753,0.641504985457701,1,0.221356555116598,0.995434594857944,0.641504985457701,0.754676944541753
"172",1,3,17,0,2,1,1,1,2,0.800061247146868,0.615470551511825,1,0.221356555116598,0.997978835290086,0.615470551511825,0.800061247146868
"182",1,3,18,0,2,1,1,1,2,0.810385589663511,0.609274999888574,0,0.221356555116598,0.99910520388498,0.609274999888574,0.810385589663511
"192",1,3,19,0,1,0,2,1,2,0.640552200960124,0.794164608190022,1,0.221356555116598,0.442316972262091,0.640552200960124,0.794164608190022
"202",1,3,20,0,1,0,2,1,2,0.633106600038201,0.825570301576433,1,0.655284338752979,0.442316972262091,0.633106600038201,0.825570301576433
"213",1,3,21,0,1,0,2,1,2,0.589216446380904,0.85,1,0.847389857463239,0.442316972262091,0.589216446380904,0.85
"222",1,3,22,0,1,0,2,1,2,0.572569200377711,0.826931014389468,0,0.932437489144419,0.442316972262091,0.572569200377711,0.826931014389468
"232",1,3,23,0,1,0,2,1,2,0.594965829953071,0.825692625665952,0,0.412802300917158,0.442316972262091,0.594965829953071,0.825692625665952
"242",1,3,24,0,1,0,2,1,2,0.581476931771452,0.810271039870169,1,0.182752990550455,0.442316972262091,0.581476931771452,0.810271039870169
"252",1,3,25,0,1,0,2,1,2,0.57548699369244,0.846934460633451,1,0.638194034617814,0.442316972262091,0.57548699369244,0.846934460633451
"262",1,3,26,0,1,0,2,1,2,0.590465346292899,0.85,1,0.839823755764728,0.442316972262091,0.590465346292899,0.85
"272",1,3,27,0,1,0,2,1,2,0.57321488085738,0.85,1,0.929087876729131,0.442316972262091,0.57321488085738,0.85
"282",1,3,28,0,1,0,2,1,2,0.54184975810579,0.85,0,0.968606273353514,0.442316972262091,0.54184975810579,0.85
"292",1,3,29,0,1,0,2,1,2,0.559264334135143,0.85,1,0.428814695867719,0.442316972262091,0.559264334135143,0.85
"302",1,3,30,0,1,0,2,1,2,0.551439752805032,0.85,1,0.747128777488104,0.442316972262091,0.551439752805032,0.85
"313",1,3,31,0,1,0,2,1,2,0.558681897035306,0.85,1,0.888050594593288,0.442316972262091,0.558681897035306,0.85
"322",1,3,32,0,1,0,2,1,2,0.546449725778353,0.837518458718969,1,0.950438530543638,0.442316972262091,0.546449725778353,0.837518458718969
"332",1,3,33,0,1,0,2,1,2,0.550274498237204,0.834313688648542,1,0.978058487709246,0.442316972262091,0.550274498237204,0.834313688648542
"342",1,3,34,0,2,1,1,1,2,0.85,0.570142853334288,1,0.990286204850541,0.442316972262091,0.570142853334288,0.85
"352",1,3,35,0,1,0,2,1,2,0.548925819100331,0.85,0,0.990286204850541,0.753106412265885,0.548925819100331,0.85
"362",1,3,36,0,2,1,1,1,2,0.85,0.554090090096917,0,0.438412685770411,0.753106412265885,0.554090090096917,0.85
"372",1,3,37,0,1,0,2,1,2,0.545148566677385,0.85,0,0.438412685770411,0.333410082110793,0.545148566677385,0.85
"382",1,3,38,0,1,0,2,1,2,0.542025301050477,0.85,1,0.194091043683107,0.333410082110793,0.542025301050477,0.85
"392",1,3,39,0,1,0,2,1,2,0.535586190455869,0.85,0,0.64321353938416,0.333410082110793,0.535586190455869,0.85
"402",1,3,40,0,2,1,1,1,2,0.85,0.541441495261502,1,0.284759066564864,0.333410082110793,0.541441495261502,0.85
"413",1,3,41,0,2,1,1,1,2,0.844745110675684,0.536432052575515,1,0.284759066564864,0.704891904201179,0.536432052575515,0.844745110675684
"422",1,3,42,0,2,1,1,1,2,0.849690455975631,0.536268576433783,0,0.284759066564864,0.869351777053908,0.536268576433783,0.849690455975631
"432",1,3,43,0,2,1,1,1,2,0.838217858412041,0.553827655652374,1,0.284759066564864,0.384873429106291,0.553827655652374,0.838217858412041
"442",1,3,44,0,2,1,1,1,2,0.85,0.567583772334723,1,0.284759066564864,0.727675402612566,0.567583772334723,0.85
"452",1,3,45,0,2,1,1,1,2,0.85,0.559909092685709,1,0.284759066564864,0.879438330497606,0.559909092685709,0.85
"462",1,3,46,0,2,1,1,1,2,0.85,0.543553204878721,1,0.284759066564864,0.946625768319689,0.543553204878721,0.85
"472",1,3,47,0,2,1,1,1,2,0.85,0.513625063732933,1,0.284759066564864,0.976370527886502,0.513625063732933,0.85
"482",1,3,48,0,2,1,1,1,2,0.85,0.514055915016625,0,0.284759066564864,0.989538922907465,0.514055915016625,0.85
"492",1,3,49,0,2,1,1,1,2,0.85,0.524742204728905,1,0.284759066564864,0.43808185425717,0.524742204728905,0.85
"502",1,3,50,0,2,1,1,1,2,0.797705289542282,0.530166616236193,1,0.284759066564864,0.751231470001722,0.530166616236193,0.797705289542282
"113",1,4,1,1,1,0,2,1,2,0.508789180871099,0.782845912594348,0,0.5,0.5,0.508789180871099,0.782845912594348
"214",1,4,2,0,2,1,1,1,2,0.788623459356164,0.481758566853092,0,0.221356555116598,0.5,0.481758566853092,0.788623459356164
"314",1,4,3,0,2,1,1,1,2,0.787616774977498,0.445841146689054,1,0.221356555116598,0.221356555116598,0.445841146689054,0.787616774977498
"414",1,4,4,0,1,0,2,1,2,0.4854789388379,0.762494931714545,1,0.221356555116598,0.655284338752979,0.4854789388379,0.762494931714545
"54",1,4,5,0,2,1,1,1,2,0.740779710383761,0.495175104288083,1,0.655284338752979,0.655284338752979,0.495175104288083,0.740779710383761
"63",1,4,6,0,2,1,1,1,2,0.728787434327224,0.500212242049474,0,0.655284338752979,0.847389857463239,0.500212242049474,0.728787434327224
"73",1,4,7,0,1,0,2,1,2,0.514170700053425,0.728138075199744,1,0.655284338752979,0.375150599377615,0.514170700053425,0.728138075199744
"83",1,4,8,0,1,0,2,1,2,0.530265559900194,0.7575124531106,1,0.847389857463239,0.375150599377615,0.530265559900194,0.7575124531106
"93",1,4,9,0,1,0,2,1,2,0.546649723625702,0.755244024671694,0,0.932437489144419,0.375150599377615,0.546649723625702,0.755244024671694
"103",1,4,10,0,2,1,1,1,2,0.720605159385772,0.543693648357238,1,0.412802300917158,0.375150599377615,0.543693648357238,0.720605159385772
"114",1,4,11,0,2,1,1,1,2,0.746263400972426,0.575734157010649,1,0.412802300917158,0.723370978423116,0.575734157010649,0.746263400972426
"123",1,4,12,0,2,1,1,1,2,0.757667906637096,0.619951941626576,1,0.412802300917158,0.877532705476932,0.619951941626576,0.757667906637096
"133",1,4,13,0,2,1,1,1,2,0.728304133917842,0.641441873971608,0,0.412802300917158,0.945782123139848,0.641441873971608,0.728304133917842
"143",1,4,14,0,2,1,1,1,2,0.748873932879437,0.646385988334337,1,0.412802300917158,0.418710145338197,0.646385988334337,0.748873932879437
"153",1,4,15,0,2,1,1,1,2,0.74193909760486,0.637671230132748,1,0.412802300917158,0.742655360495671,0.637671230132748,0.74193909760486
"163",1,4,16,0,2,1,1,1,2,0.754676944541753,0.641504985457701,1,0.412802300917158,0.886070154243198,0.641504985457701,0.754676944541753
"173",1,4,17,0,1,0,2,1,2,0.615470551511825,0.800061247146868,1,0.412802300917158,0.949561763636618,0.615470551511825,0.800061247146868
"183",1,4,18,0,2,1,1,1,2,0.810385589663511,0.609274999888574,1,0.740039880317259,0.949561763636618,0.609274999888574,0.810385589663511
"193",1,4,19,0,2,1,1,1,2,0.794164608190022,0.640552200960124,1,0.740039880317259,0.97767033150489,0.640552200960124,0.794164608190022
"203",1,4,20,0,2,1,1,1,2,0.825570301576433,0.633106600038201,1,0.740039880317259,0.990114363010054,0.633106600038201,0.825570301576433
"215",1,4,21,0,2,1,1,1,2,0.85,0.589216446380904,0,0.740039880317259,0.995623498901545,0.589216446380904,0.85
"223",1,4,22,0,1,0,2,1,2,0.572569200377711,0.826931014389468,1,0.740039880317259,0.44077557581996,0.572569200377711,0.826931014389468
"233",1,4,23,0,1,0,2,1,2,0.594965829953071,0.825692625665952,0,0.88491224687866,0.44077557581996,0.594965829953071,0.825692625665952
"243",1,4,24,0,1,0,2,1,2,0.581476931771452,0.810271039870169,1,0.391762253099097,0.44077557581996,0.581476931771452,0.810271039870169
"253",1,4,25,0,2,1,1,1,2,0.846934460633451,0.57548699369244,1,0.73072517530827,0.44077557581996,0.57548699369244,0.846934460633451
"263",1,4,26,0,2,1,1,1,2,0.85,0.590465346292899,1,0.73072517530827,0.752424015852886,0.590465346292899,0.85
"273",1,4,27,0,2,1,1,1,2,0.85,0.57321488085738,1,0.73072517530827,0.890394866039187,0.57321488085738,0.85
"283",1,4,28,0,2,1,1,1,2,0.85,0.54184975810579,1,0.73072517530827,0.951476370246682,0.54184975810579,0.85
"293",1,4,29,0,2,1,1,1,2,0.85,0.559264334135143,1,0.73072517530827,0.978517952952105,0.559264334135143,0.85
"303",1,4,30,0,2,1,1,1,2,0.85,0.551439752805032,1,0.73072517530827,0.990489616137251,0.551439752805032,0.85
"315",1,4,31,0,2,1,1,1,2,0.85,0.558681897035306,1,0.73072517530827,0.995789628380611,0.558681897035306,0.85
"323",1,4,32,0,1,0,2,1,2,0.546449725778353,0.837518458718969,0,0.73072517530827,0.998136013285143,0.546449725778353,0.837518458718969
"333",1,4,33,0,2,1,1,1,2,0.834313688648542,0.550274498237204,1,0.323501615086421,0.998136013285143,0.550274498237204,0.834313688648542
"343",1,4,34,0,2,1,1,1,2,0.85,0.570142853334288,1,0.323501615086421,0.999174788644032,0.570142853334288,0.85
"353",1,4,35,0,2,1,1,1,2,0.85,0.548925819100331,1,0.323501615086421,0.999634668114,0.548925819100331,0.85
"363",1,4,36,0,2,1,1,1,2,0.85,0.554090090096917,1,0.323501615086421,0.999838262784481,0.554090090096917,0.85
"373",1,4,37,0,2,1,1,1,2,0.85,0.545148566677385,1,0.323501615086421,0.999928396814277,0.545148566677385,0.85
"383",1,4,38,0,2,1,1,1,2,0.85,0.542025301050477,0,0.323501615086421,0.999968300330946,0.542025301050477,0.85
"393",1,4,39,0,1,0,2,1,2,0.535586190455869,0.85,1,0.323501615086421,0.442699076374116,0.535586190455869,0.85
"403",1,4,40,0,1,0,2,1,2,0.541441495261502,0.85,1,0.700505295947176,0.442699076374116,0.541441495261502,0.85
"415",1,4,41,0,1,0,2,1,2,0.536432052575515,0.844745110675684,1,0.867409768070404,0.442699076374116,0.536432052575515,0.844745110675684
"423",1,4,42,0,1,0,2,1,2,0.536268576433783,0.849690455975631,0,0.941300566035908,0.442699076374116,0.536268576433783,0.849690455975631
"433",1,4,43,0,1,0,2,1,2,0.553827655652374,0.838217858412041,1,0.416726101254025,0.442699076374116,0.553827655652374,0.838217858412041
"443",1,4,44,0,1,0,2,1,2,0.567583772334723,0.85,1,0.741776998168327,0.442699076374116,0.567583772334723,0.85
"453",1,4,45,0,1,0,2,1,2,0.559909092685709,0.85,1,0.885681291725348,0.442699076374116,0.559909092685709,0.85
"463",1,4,46,0,1,0,2,1,2,0.543553204878721,0.85,1,0.949389609101887,0.442699076374116,0.543553204878721,0.85
"473",1,4,47,0,1,0,2,1,2,0.513625063732933,0.85,1,0.977594116435379,0.442699076374116,0.513625063732933,0.85
"483",1,4,48,0,1,0,2,1,2,0.514055915016625,0.85,1,0.990080621599584,0.442699076374116,0.514055915016625,0.85
"493",1,4,49,0,2,1,1,1,2,0.85,0.524742204728905,0,0.995608561136772,0.442699076374116,0.524742204728905,0.85
"503",1,4,50,0,1,0,2,1,2,0.530166616236193,0.797705289542282,1,0.995608561136772,0.195988684998948,0.530166616236193,0.797705289542282
"115",2,1,1,1,2,1,1,1,2,0.782845912594348,0.508789180871099,1,0.5,0.5,0.508789180871099,0.782845912594348
"216",2,1,2,0,2,1,1,1,2,0.788623459356164,0.481758566853092,1,0.5,0.762804704913484,0.481758566853092,0.788623459356164
"316",2,1,3,0,2,1,1,1,2,0.787616774977498,0.445841146689054,1,0.5,0.887476783977642,0.445841146689054,0.787616774977498
"416",2,1,4,0,2,1,1,1,2,0.762494931714545,0.4854789388379,1,0.5,0.946620045142986,0.4854789388379,0.762494931714545
"55",2,1,5,0,2,1,1,1,2,0.740779710383761,0.495175104288083,0,0.5,0.974677051711971,0.495175104288083,0.740779710383761
